,lat,lng,place_id,name,photo_ref
10,1.2953721,103.8301752,ChIJ1emPWIQZ2jERjoyMEdKta2k,Tsukune Ichigo つくね一期 Yakitori Izakaya,AWU5eFiXAsVuAO-m0uiaEA9CeVrZT_tAb4wBNg_MTBby4RDXy1T5ReXGiSAg58VoNOk_pcUjdq3jtpCMcSOC98O8lSyRqwR1vyZq0fQ-3NWBrHgbEqnXMbkJF2muibVGOVjx9RbJvyzMBRRswCoKUG30ZxQZutipCs72ui62f7XMj7uLSMhf
11,1.2933597,103.8531036,ChIJZ9ocfqYZ2jER_PEzCkShP_s,SKAI Bar,AWU5eFiLASuEOh9UAmN-UxNajba3K6uecxtCEX9ohFVElFlitrrJyMVPiLe8fa6WQXzo7HZVnikmNKIxbV_w6cM2oqntnanvUXP2i0JvFQzBctSC3pnt9D-Jb9GZ3TexHuQ21umkeS_nz1MHsZQwhlIQOw502yEiw7HW1b_RG-rzAQXA7Tc
12,1.2879508,103.8507598,ChIJR8Lg_AkZ2jERy9vUMdcmYNc,Timbre Signatures,AWU5eFjJV1nyue91fCxwQhlS3CUE3_jwTUYM3XL5ojwmW-96X2pLec14p6UwXg2L0z4E862-UDweTx6gSa-YPo3UDq1iylWtz5q54NHyYgT_APMi0ktEp11BuVgHRUGKQ8ZmiXxZm5gWR5tYstf2Xz8a6xGpdERMMskofIYwCu33nPHQv8Ze
13,1.3081642,103.8569394,ChIJv1DkBMgZ2jERft-n2ibNvh0,Swee Choon Tim Sum Restaurant,AWU5eFiihSSPzkxe4sKBlp5CE4fe2W3Le3zXxdAXBeiTn5d1C4sJNGZcp8G-i-Du8da-_YrDFEuhb69QisItsXeaYsDPuPA2U3Asf8sWBK5PBCP7qh-LP_8sNZhofVLg4b0gKfSykV3ALltYUsARjDq-mQp7L92XLu35TuJfK3AE5P6jMLmH
14,1.3034696,103.81043,ChIJrYMeu5sQ2jERfpA5zK1UM9U,Blu Kouzina Dempsey,AWU5eFhVfP-u-ADJFpHahwnwEMnOpMMPWAqriE6nAyUloRYZ3InsJ8a-9GsADlLJAwR1SR52GYtqVcmkAijNuFSqhFrN7DojhXuCWd4ATAkOV_UqmljCjmtZb0oA05iiRcxZdE6BWVx1nkZ3SvpS6T_g9I3Hzq6mkcULS7Txn6NV3MpxbxoR
15,1.3059202,103.8506983,ChIJ66_bzLgZ2jERLjNXpPRYXng,Ajimer Sharif,AWU5eFi0I6CR6JK-uOu28bYL1Y2M9pPF45Qn8NG0nZ-kjom4a9Vj07qpUqm946Q5AiAiKMncYR7uOfKo-K3e5wFMtSQMkbK_tWx8VCip0HFX6yV6uT5CpIVgEOQbrfKH1sBpyVWD0lv48fHIQcoaeAdJQ72DYcO5vzvvAaU-NWRJrc-aAxad
16,1.2903687,103.8352515,ChIJYR6HCJ4Z2jERChIQxjl2MhI,Red House Seafood Grand Copthorne,AWU5eFgdNvo2ZguzFZzZE9IfvqUV-4SJiRSvGWqWiivBaP8j0Y7Tg5na5PXtOnZmUZVhaVqnJb7xSN19IISqIno9jk3nV672z2dTRp9BZfIdBxuhtYt1dONpUf4gy9rCC2NAxc3VXZ10XjObsw3t8s_T8ODHup72pLhw2gjC1JYW2YQ3bzGe
17,1.3057768,103.8281191,ChIJpfgvhowZ2jERbVbSD5w0-FY,Hard Rock Cafe,AWU5eFiQ4El-VbFPzm8p3Fqnety5RB0UW-30I4xtwm4Xq-kdblRf6rRFO3h1JBne4RrAqwpPd5vJvLURWuMygzmGNKoSb61UCKF_FCEh6Ds3zniTYRr59WtC3chzH_9aAnfYLN00Aw_FbJxu0xQ5QqyKo6sUWyTd1ODsyT9r9JjmZSwLN4Cz
18,1.3062616,103.8334004,ChIJKVlOYI0Z2jERbutcJw5KbxQ,Oasis Bar & Restaurant,AWU5eFj3729VupXIhc7szX2xO-G1HK42PKhykZme4venj_7dTY26u8lGRHdI9YSYvenvWdfF9TT8taUOWEG-J1BOWOKnEpI3kxf6FBievLnaRWajBH68dB2R-fhRB5U1l9mPktHGocERRvSK5ifINHQULaSCGsCUCPNNe_tew5h1y2eNwHRs
19,1.30127,103.8381444,ChIJc6zIfr0Z2jERnBvtp3NY7yc,Subway,AWU5eFiv-e0A8SbQpxsY_T4tovnSJTzCoxwyeANtG9jHM1SWtG5mdG_9wxwmOA5i6j8dX8Uzho8l1vs2EJ23MyY-GxpGaAlCG-ezZnsgBRtJY5I30dYnnzSRUhajrWp_zBPxsycEH5wnj1lFiyFGQBmNTlws2d3oS6VcNxTW5nAbpg4zs1VY
